"","seqid","source","type","start","end","strand","phase","sample","cluster_id","nearest_mibig","mibig_class","dice","score","partial_cluster"
"11855","NZ_JADEXD010000010.1","SanntiSv0.9.1","CLUSTER","22109","37656",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000010.1_sanntis_1","BGC0002005","RiPP","0.529","0.460","partial=00"
"21408","NZ_JADEXD010000012.1","SanntiSv0.9.1","CLUSTER","38911","59869",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000012.1_sanntis_1","BGC0001993","NRP","0.281","1.000","partial=01"
"3981","NZ_JADEXD010000017.1","SanntiSv0.9.1","CLUSTER","6823","24038",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000017.1_sanntis_1","BGC0000675","Terpene","0.758","0.700","partial=00"
"4731","NZ_JADEXD010000033.1","SanntiSv0.9.1","CLUSTER","4463","11899",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000033.1_sanntis_1","BGC0000546","RiPP","0.600","0.580","partial=00"
"5625","NZ_JADEXD010000035.1","SanntiSv0.9.1","CLUSTER","2","21315",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000035.1_sanntis_1","BGC0000868","Other","0.500","0.630","partial=10"
"6595","NZ_JADEXD010000040.1","SanntiSv0.9.1","CLUSTER","39548","42775",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000040.1_sanntis_1","BGC0000946","Other","0.583","0.440","partial=00"
"7569","NZ_JADEXD010000042.1","SanntiSv0.9.1","CLUSTER","19121","25107",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000042.1_sanntis_1","BGC0001632","RiPP","0.579","0.434","partial=00"
"8545","NZ_JADEXD010000069.1","SanntiSv0.9.1","CLUSTER","7904","26960",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000069.1_sanntis_1","BGC0000554","RiPP","0.532","0.860","partial=00"
"9522","NZ_JADEXD010000070.1","SanntiSv0.9.1","CLUSTER","7696","20141",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000070.1_sanntis_1","BGC0000581","RiPP","0.579","0.530","partial=00"
"10496","NZ_JADEXD010000080.1","SanntiSv0.9.1","CLUSTER","1","13127",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000080.1_sanntis_1","BGC0000426","NRP","0.565","0.650","partial=10"
"11856","NZ_JADEXD010000102.1","SanntiSv0.9.1","CLUSTER","16810","23939",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000102.1_sanntis_1","BGC0000248","Polyketide","0.417","0.750","partial=01"
"12481","NZ_JADEXD010000262.1","SanntiSv0.9.1","CLUSTER","463","3727",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000262.1_sanntis_1","BGC0000623","RiPP","0.286","0.864","partial=10"
"13443","NZ_JADEXD010000312.1","SanntiSv0.9.1","CLUSTER","249","2197",NA,NA,"GCF_015207285.1_ASM1520728v1_genomic_sanntis.gff","NZ_JADEXD010000312.1_sanntis_1","BGC0000675","Terpene","0.467","0.700","partial=11"
"11857","NZ_JADEXC010000004.1","SanntiSv0.9.1","CLUSTER","53320","69681",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000004.1_sanntis_1","BGC0002005","RiPP","0.467","0.560","partial=00"
"21409","NZ_JADEXC010000007.1","SanntiSv0.9.1","CLUSTER","15147","22682",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000007.1_sanntis_1","BGC0000581","RiPP","0.579","0.699","partial=00"
"3982","NZ_JADEXC010000010.1","SanntiSv0.9.1","CLUSTER","53348","63190",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000010.1_sanntis_1","BGC0000426","NRP","0.509","0.820","partial=00"
"4732","NZ_JADEXC010000013.1","SanntiSv0.9.1","CLUSTER","21567","66918",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000013.1_sanntis_1","BGC0001469","NRP","0.600","0.760","partial=01"
"5626","NZ_JADEXC010000015.1","SanntiSv0.9.1","CLUSTER","19765","29435",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000015.1_sanntis_1","BGC0000518","RiPP","0.660","0.450","partial=00"
"6596","NZ_JADEXC010000017.1","SanntiSv0.9.1","CLUSTER","39357","46316",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000017.1_sanntis_1","BGC0001176","RiPP","0.280","0.980","partial=00"
"7570","NZ_JADEXC010000021.1","SanntiSv0.9.1","CLUSTER","2","51934",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000021.1_sanntis_1","BGC0001627","NRP","0.460","0.930","partial=10"
"8546","NZ_JADEXC010000029.1","SanntiSv0.9.1","CLUSTER","1343","21392",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000029.1_sanntis_1","BGC0000868","Other","0.471","0.660","partial=10"
"9523","NZ_JADEXC010000035.1","SanntiSv0.9.1","CLUSTER","14337","32167",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000035.1_sanntis_1","BGC0001930","RiPP","0.581","0.420","partial=00"
"10497","NZ_JADEXC010000038.1","SanntiSv0.9.1","CLUSTER","2","11812",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000038.1_sanntis_1","BGC0000426","NRP","0.378","0.870","partial=10"
"11858","NZ_JADEXC010000040.1","SanntiSv0.9.1","CLUSTER","28336","42663",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000040.1_sanntis_1","BGC0001993","NRP","0.296","0.990","partial=01"
"12482","NZ_JADEXC010000050.1","SanntiSv0.9.1","CLUSTER","29711","32138",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000050.1_sanntis_1","BGC0000217","Polyketide","0.615","0.390","partial=00"
"13444","NZ_JADEXC010000053.1","SanntiSv0.9.1","CLUSTER","11893","19460",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000053.1_sanntis_1","BGC0000581","RiPP","0.556","0.646","partial=00"
"14404","NZ_JADEXC010000068.1","SanntiSv0.9.1","CLUSTER","11500","29379",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000068.1_sanntis_1","BGC0000675","Terpene","0.771","0.700","partial=00"
"15368","NZ_JADEXC010000086.1","SanntiSv0.9.1","CLUSTER","4660","17256",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000086.1_sanntis_1","BGC0000581","RiPP","0.579","0.530","partial=00"
"16335","NZ_JADEXC010000109.1","SanntiSv0.9.1","CLUSTER","3","6182",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000109.1_sanntis_1","BGC0002005","RiPP","0.375","0.690","partial=10"
"17304","NZ_JADEXC010000111.1","SanntiSv0.9.1","CLUSTER","10091","21530",NA,NA,"GCF_015207295.1_ASM1520729v1_genomic_sanntis.gff","NZ_JADEXC010000111.1_sanntis_1","BGC0000644","Terpene","0.706","0.580","partial=01"
"11859","NZ_JADEXB010000001.1","SanntiSv0.9.1","CLUSTER","183074","240857",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000001.1_sanntis_1","BGC0001627","NRP","0.500","0.930","partial=00"
"21410","NZ_JADEXB010000003.1","SanntiSv0.9.1","CLUSTER","119080","133661",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000003.1_sanntis_1","BGC0001229","RiPP","0.520","0.560","partial=00"
"3983","NZ_JADEXB010000004.1","SanntiSv0.9.1","CLUSTER","13537","21072",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000004.1_sanntis_1","BGC0000581","RiPP","0.579","0.699","partial=00"
"4733","NZ_JADEXB010000007.1","SanntiSv0.9.1","CLUSTER","74764","90235",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000007.1_sanntis_1","BGC0002005","RiPP","0.529","0.460","partial=00"
"5627","NZ_JADEXB010000010.1","SanntiSv0.9.1","CLUSTER","83563","96916",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000010.1_sanntis_1","BGC0000644","Terpene","0.744","0.440","partial=00"
"6597","NZ_JADEXB010000019.1","SanntiSv0.9.1","CLUSTER","1","33902",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000019.1_sanntis_1","BGC0001469","NRP","0.517","0.840","partial=10"
"7571","NZ_JADEXB010000019.1","SanntiSv0.9.1","CLUSTER","41925","45355",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000019.1_sanntis_2","BGC0000946","Other","0.583","0.440","partial=00"
"8547","NZ_JADEXB010000025.1","SanntiSv0.9.1","CLUSTER","762","17324",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000025.1_sanntis_1","BGC0001615","NRP","0.595","0.790","partial=10"
"9524","NZ_JADEXB010000030.1","SanntiSv0.9.1","CLUSTER","41994","54410",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000030.1_sanntis_1","BGC0000948","Other","0.667","0.620","partial=00"
"10498","NZ_JADEXB010000033.1","SanntiSv0.9.1","CLUSTER","31432","41102",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000033.1_sanntis_1","BGC0000518","RiPP","0.660","0.450","partial=00"
"11860","NZ_JADEXB010000035.1","SanntiSv0.9.1","CLUSTER","42376","60255",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000035.1_sanntis_1","BGC0000675","Terpene","0.771","0.700","partial=01"
"12483","NZ_JADEXB010000037.1","SanntiSv0.9.1","CLUSTER","12300","20275",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000037.1_sanntis_1","BGC0001176","RiPP","0.400","0.820","partial=00"
"13445","NZ_JADEXB010000044.1","SanntiSv0.9.1","CLUSTER","2","19042",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000044.1_sanntis_1","BGC0001993","NRP","0.345","0.980","partial=10"
"14405","NZ_JADEXB010000045.1","SanntiSv0.9.1","CLUSTER","26681","47423",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000045.1_sanntis_1","BGC0000763","Saccharide","0.480","0.580","partial=01"
"15369","NZ_JADEXB010000096.1","SanntiSv0.9.1","CLUSTER","17323","21790",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000096.1_sanntis_1","BGC0001229","RiPP","0.520","0.720","partial=01"
"16336","NZ_JADEXB010000101.1","SanntiSv0.9.1","CLUSTER","386","15603",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000101.1_sanntis_1","BGC0000581","RiPP","0.619","0.530","partial=10"
"17305","NZ_JADEXB010000112.1","SanntiSv0.9.1","CLUSTER","2","11746",NA,NA,"GCF_015207345.1_ASM1520734v1_genomic_sanntis.gff","NZ_JADEXB010000112.1_sanntis_1","BGC0000426","NRP","0.391","0.870","partial=10"
"11861","NZ_JADEWY010000003.1","SanntiSv0.9.1","CLUSTER","33763","52240",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000003.1_sanntis_1","BGC0000803","Saccharide","0.585","0.400","partial=00"
"21411","NZ_JADEWY010000005.1","SanntiSv0.9.1","CLUSTER","75584","86690",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000005.1_sanntis_1","BGC0001227","Terpene","0.628","0.610","partial=01"
"3984","NZ_JADEWY010000006.1","SanntiSv0.9.1","CLUSTER","19323","53752",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000006.1_sanntis_1","BGC0001686","NRP","0.560","0.710","partial=00"
"4734","NZ_JADEWY010000013.1","SanntiSv0.9.1","CLUSTER","59506","72433",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000013.1_sanntis_1","BGC0001160","Polyketide","0.520","0.660","partial=01"
"5628","NZ_JADEWY010000022.1","SanntiSv0.9.1","CLUSTER","35744","61348",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000022.1_sanntis_1","BGC0000939","Other","0.457","0.720","partial=01"
"6598","NZ_JADEWY010000023.1","SanntiSv0.9.1","CLUSTER","3","40907",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000023.1_sanntis_1","BGC0001894","Saccharide","0.605","0.640","partial=10"
"7572","NZ_JADEWY010000035.1","SanntiSv0.9.1","CLUSTER","38159","48657",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000035.1_sanntis_1","BGC0001463","Other","0.455","0.660","partial=00"
"8548","NZ_JADEWY010000076.1","SanntiSv0.9.1","CLUSTER","98","18910",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000076.1_sanntis_1","BGC0001615","NRP","0.455","0.790","partial=10"
"9525","NZ_JADEWY010000094.1","SanntiSv0.9.1","CLUSTER","9158","21857",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000094.1_sanntis_1","BGC0000638","Terpene","0.692","0.420","partial=00"
"10499","NZ_JADEWY010000097.1","SanntiSv0.9.1","CLUSTER","8094","11792",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000097.1_sanntis_1","BGC0001665","Polyketide","0.568","0.840","partial=00"
"11862","NZ_JADEWY010000102.1","SanntiSv0.9.1","CLUSTER","9667","25670",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000102.1_sanntis_1","BGC0000675","Terpene","0.758","0.650","partial=01"
"12484","NZ_JADEWY010000124.1","SanntiSv0.9.1","CLUSTER","10899","18294",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000124.1_sanntis_1","BGC0000867","Other","0.682","0.390","partial=00"
"13446","NZ_JADEWY010000127.1","SanntiSv0.9.1","CLUSTER","10379","17454",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000127.1_sanntis_1","BGC0001163","Polyketide","0.500","0.770","partial=01"
"14406","NZ_JADEWY010000135.1","SanntiSv0.9.1","CLUSTER","5704","16192",NA,NA,"GCF_015207375.1_ASM1520737v1_genomic_sanntis.gff","NZ_JADEWY010000135.1_sanntis_1","BGC0001174","RiPP","0.619","0.730","partial=01"
"11863","NZ_JADEWX010000001.1","SanntiSv0.9.1","CLUSTER","49425","61952",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000001.1_sanntis_1","BGC0000844","Other","0.574","0.730","partial=00"
"21412","NZ_JADEWX010000013.1","SanntiSv0.9.1","CLUSTER","45888","54875",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000013.1_sanntis_1","BGC0001380","Saccharide","0.704","0.560","partial=00"
"3985","NZ_JADEWX010000034.1","SanntiSv0.9.1","CLUSTER","29797","44965",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000034.1_sanntis_1","BGC0000868","Other","0.556","0.590","partial=00"
"4735","NZ_JADEWX010000074.1","SanntiSv0.9.1","CLUSTER","2","25940",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000074.1_sanntis_1","BGC0001747","Other","0.521","0.440","partial=11"
"5629","NZ_JADEWX010000076.1","SanntiSv0.9.1","CLUSTER","5123","17084",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000076.1_sanntis_1","BGC0002005","RiPP","0.355","0.892","partial=00"
"6599","NZ_JADEWX010000104.1","SanntiSv0.9.1","CLUSTER","1","21189",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000104.1_sanntis_1","BGC0000795","Saccharide","0.588","0.560","partial=11"
"7573","NZ_JADEWX010000124.1","SanntiSv0.9.1","CLUSTER","10768","19191",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000124.1_sanntis_1","BGC0000581","RiPP","0.500","0.713","partial=01"
"8549","NZ_JADEWX010000231.1","SanntiSv0.9.1","CLUSTER","3","7067",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000231.1_sanntis_1","BGC0000581","RiPP","0.652","0.403","partial=11"
"9526","NZ_JADEWX010000243.1","SanntiSv0.9.1","CLUSTER","1","6577",NA,NA,"GCF_015207395.1_ASM1520739v1_genomic_sanntis.gff","NZ_JADEWX010000243.1_sanntis_1","BGC0000663","Terpene","0.806","0.510","partial=11"
"11864","NZ_JADEWZ010000002.1","SanntiSv0.9.1","CLUSTER","46928","49898",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000002.1_sanntis_1","BGC0001135","NRP","0.714","0.440","partial=00"
"21413","NZ_JADEWZ010000004.1","SanntiSv0.9.1","CLUSTER","126010","136210",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000004.1_sanntis_1","BGC0000644","Terpene","0.706","0.540","partial=00"
"3986","NZ_JADEWZ010000005.1","SanntiSv0.9.1","CLUSTER","39349","42443",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000005.1_sanntis_1","BGC0000572","RiPP","0.500","0.713","partial=00"
"4736","NZ_JADEWZ010000005.1","SanntiSv0.9.1","CLUSTER","135579","160877",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000005.1_sanntis_2","BGC0000426","NRP","0.474","0.860","partial=00"
"5630","NZ_JADEWZ010000009.1","SanntiSv0.9.1","CLUSTER","26042","44167",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000009.1_sanntis_1","BGC0001895","Polyketide","0.771","0.430","partial=00"
"6600","NZ_JADEWZ010000031.1","SanntiSv0.9.1","CLUSTER","17","19394",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000031.1_sanntis_1","BGC0000790","Saccharide","0.556","0.420","partial=10"
"7574","NZ_JADEWZ010000050.1","SanntiSv0.9.1","CLUSTER","16533","28108",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000050.1_sanntis_1","BGC0002005","RiPP","0.488","0.660","partial=00"
"8550","NZ_JADEWZ010000056.1","SanntiSv0.9.1","CLUSTER","3","21601",NA,NA,"GCF_015207425.1_ASM1520742v1_genomic_sanntis.gff","NZ_JADEWZ010000056.1_sanntis_1","BGC0001521","NRP","0.725","0.640","partial=10"
"11865","NZ_JADEWW010000011.1","SanntiSv0.9.1","CLUSTER","10","20147",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000011.1_sanntis_1","BGC0000939","Other","0.321","0.790","partial=10"
"21414","NZ_JADEWW010000014.1","SanntiSv0.9.1","CLUSTER","109","8770",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000014.1_sanntis_1","BGC0001227","Terpene","0.590","0.660","partial=10"
"3987","NZ_JADEWW010000016.1","SanntiSv0.9.1","CLUSTER","2","39808",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000016.1_sanntis_1","BGC0001686","NRP","0.585","0.690","partial=10"
"4737","NZ_JADEWW010000022.1","SanntiSv0.9.1","CLUSTER","6187","24664",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000022.1_sanntis_1","BGC0000803","Saccharide","0.585","0.400","partial=00"
"5631","NZ_JADEWW010000023.1","SanntiSv0.9.1","CLUSTER","3","29832",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000023.1_sanntis_1","BGC0001894","Saccharide","0.564","0.660","partial=10"
"6601","NZ_JADEWW010000024.1","SanntiSv0.9.1","CLUSTER","165","12164",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000024.1_sanntis_1","BGC0001463","Other","0.467","0.660","partial=10"
"7575","NZ_JADEWW010000083.1","SanntiSv0.9.1","CLUSTER","13495","18717",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000083.1_sanntis_1","BGC0001665","Polyketide","0.610","0.840","partial=00"
"8551","NZ_JADEWW010000109.1","SanntiSv0.9.1","CLUSTER","9904","22843",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000109.1_sanntis_1","BGC0001160","Polyketide","0.520","0.660","partial=01"
"9527","NZ_JADEWW010000125.1","SanntiSv0.9.1","CLUSTER","141","18953",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000125.1_sanntis_1","BGC0001615","NRP","0.455","0.790","partial=10"
"10500","NZ_JADEWW010000131.1","SanntiSv0.9.1","CLUSTER","1","18239",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000131.1_sanntis_1","BGC0000675","Terpene","0.765","0.640","partial=10"
"11866","NZ_JADEWW010000137.1","SanntiSv0.9.1","CLUSTER","10546","17941",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000137.1_sanntis_1","BGC0000867","Other","0.682","0.390","partial=00"
"12485","NZ_JADEWW010000143.1","SanntiSv0.9.1","CLUSTER","10392","17437",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000143.1_sanntis_1","BGC0001163","Polyketide","0.500","0.770","partial=01"
"13447","NZ_JADEWW010000145.1","SanntiSv0.9.1","CLUSTER","9891","13049",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000145.1_sanntis_1","BGC0000638","Terpene","0.500","0.550","partial=00"
"14407","NZ_JADEWW010000154.1","SanntiSv0.9.1","CLUSTER","5717","16205",NA,NA,"GCF_015207445.1_ASM1520744v1_genomic_sanntis.gff","NZ_JADEWW010000154.1_sanntis_1","BGC0001174","RiPP","0.619","0.730","partial=01"
"11867","NZ_JADEWV010000024.1","SanntiSv0.9.1","CLUSTER","31537","44482",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000024.1_sanntis_1","BGC0000948","Other","0.714","0.640","partial=00"
"21415","NZ_JADEWV010000047.1","SanntiSv0.9.1","CLUSTER","5816","31277",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000047.1_sanntis_1","BGC0000763","Saccharide","0.527","0.580","partial=00"
"3988","NZ_JADEWV010000054.1","SanntiSv0.9.1","CLUSTER","3","10813",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000054.1_sanntis_1","BGC0000426","NRP","0.318","0.900","partial=10"
"4738","NZ_JADEWV010000061.1","SanntiSv0.9.1","CLUSTER","3","16229",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000061.1_sanntis_1","BGC0000426","NRP","0.538","0.740","partial=10"
"5632","NZ_JADEWV010000080.1","SanntiSv0.9.1","CLUSTER","3","24622",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000080.1_sanntis_1","BGC0000759","Saccharide","0.609","0.440","partial=10"
"6602","NZ_JADEWV010000106.1","SanntiSv0.9.1","CLUSTER","206","17023",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000106.1_sanntis_1","BGC0001993","NRP","0.207","1.000","partial=10"
"7576","NZ_JADEWV010000113.1","SanntiSv0.9.1","CLUSTER","117","10519",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000113.1_sanntis_1","BGC0001844","NRP","0.438","0.810","partial=10"
"8552","NZ_JADEWV010000159.1","SanntiSv0.9.1","CLUSTER","6601","13091",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000159.1_sanntis_1","BGC0000518","RiPP","0.636","0.460","partial=00"
"9528","NZ_JADEWV010000165.1","SanntiSv0.9.1","CLUSTER","2","12944",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000165.1_sanntis_1","BGC0000572","RiPP","0.684","0.530","partial=11"
"10501","NZ_JADEWV010000329.1","SanntiSv0.9.1","CLUSTER","2","3437",NA,NA,"GCF_015207455.1_ASM1520745v1_genomic_sanntis.gff","NZ_JADEWV010000329.1_sanntis_1","BGC0000623","RiPP","0.474","0.730","partial=10"
"11868","NZ_JADEWU010000001.1","SanntiSv0.9.1","CLUSTER","169795","181178",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000001.1_sanntis_1","BGC0000784","Saccharide","0.396","0.540","partial=00"
"21416","NZ_JADEWU010000003.1","SanntiSv0.9.1","CLUSTER","7529","17086",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000003.1_sanntis_1","BGC0000675","Terpene","0.742","0.770","partial=00"
"3989","NZ_JADEWU010000017.1","SanntiSv0.9.1","CLUSTER","58","12400",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000017.1_sanntis_1","BGC0001505","RiPP","0.787","0.480","partial=10"
"4739","NZ_JADEWU010000018.1","SanntiSv0.9.1","CLUSTER","77995","85553",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000018.1_sanntis_1","BGC0000638","Terpene","0.556","0.540","partial=00"
"5633","NZ_JADEWU010000024.1","SanntiSv0.9.1","CLUSTER","21290","58744",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000024.1_sanntis_1","BGC0000801","Saccharide","0.511","0.540","partial=00"
