accession,genus_species,genus,isolation_source_host_focus,isolation_source,symbiosis_type,host_identity,habitat_classification,family,order
GCF_014696555.1_ASM1469655v1_genomic,Calothrix parietina,Calothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Calotrichaceae,Nostocales
GCF_014696565.1_ASM1469656v1_genomic,Calothrix sp.,Calothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Calotrichaceae,Nostocales
GCF_014696615.1_ASM1469661v1_genomic,Nostoc linckia FACHB-104,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014696675.1_ASM1469667v1_genomic,Phormidium tenue,Phormidium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_014696755.1_ASM1469675v1_genomic,Anabaena sp.,Anabaena,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014696765.1_ASM1469676v1_genomic,Anabaena sp.,Anabaena,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014696815.1_ASM1469681v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014696875.1_ASM1469687v1_genomic,Microcystis wesenbergii,Microcystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_014696895.1_ASM1469689v1_genomic,Chroococcidiopsis sp.,Chroococcidiopsis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Chroococcidiopsidaceae,Chroococcidiopsidales
GCF_014696905.1_ASM1469690v1_genomic,Nostoc sp.,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014696925.1_ASM1469692v1_genomic,Pseudanabaena sp.,Pseudanabaena,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_014696935.1_ASM1469693v1_genomic,Desertifilum sp.,Desertifilum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Desertifilaceae,Oscillatoriales
GCF_014696985.1_ASM1469698v1_genomic,Desertifilum sp.,Desertifilum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Desertifilaceae,Oscillatoriales
GCF_014697015.1_ASM1469701v1_genomic,Desertifilum sp.,Desertifilum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Desertifilaceae,Oscillatoriales
GCF_014697025.1_ASM1469702v1_genomic,Alkalinema sp.,Alkalinema,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_014697055.1_ASM1469705v1_genomic,Calothrix sp.,Calothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Calotrichaceae,Nostocales
GCF_014697075.1_ASM1469707v1_genomic,Tolypothrix sp.,Tolypothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Tolypotrichaceae,Nostocales
GCF_014697195.1_ASM1469719v1_genomic,Cylindrospermum sp.,Cylindrospermum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014697245.1_ASM1469724v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_014697285.1_ASM1469728v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_014697315.1_ASM1469731v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014697335.1_ASM1469733v1_genomic,Anabaena cylindrica,Anabaena,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014697365.1_ASM1469736v1_genomic,Cyanobacterium aponinum,Cyanobacterium,Aquatic,Marine,Free-living,Aquatic,Aquatic,Geminocystaceae,Chroococcales
GCF_014697375.1_ASM1469737v1_genomic,Phormidium sp.,Phormidium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_014697415.1_ASM1469741v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_014697425.1_ASM1469742v1_genomic,Nostoc sp. FACHB-110,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014697455.1_ASM1469745v1_genomic,Nostoc sp. FACHB-145,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014697475.1_ASM1469747v1_genomic,Nostoc sp. FACHB-152,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014697535.1_ASM1469753v1_genomic,Fischerella sp.,Fischerella,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Hapalosiphonaceae,Nostocales
GCF_014697545.1_ASM1469754v1_genomic,Oscillatoria sp.,Oscillatoria,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_014697575.1_ASM1469757v1_genomic,Planktothrix sp.,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_014697585.1_ASM1469758v1_genomic,Dolichospermum sp.,Dolichospermum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698035.1_ASM1469803v1_genomic,Desmonostoc muscorum,Desmonostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698065.1_ASM1469806v1_genomic,Nostoc flagelliforme,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698115.1_ASM1469811v1_genomic,Nostoc sp. FACHB-973,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698135.1_ASM1469813v1_genomic,Limnothrix sp.,Limnothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_014698145.1_ASM1469814v1_genomic,Oscillatoria sp.,Oscillatoria,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_014698175.1_ASM1469817v1_genomic,Planktothricoides sp.,Planktothricoides,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_014698215.1_ASM1469821v1_genomic,Limnothrix sp.,Limnothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_014698245.1_ASM1469824v1_genomic,Aphanizomenon sp.,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698265.1_ASM1469826v1_genomic,Aphanizomenon sp.,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698295.1_ASM1469829v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698335.1_ASM1469833v1_genomic,Microcystis viridis,Microcystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_014698375.1_ASM1469837v1_genomic,Microcystis flos-aquae,Microcystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_014698415.1_ASM1469841v1_genomic,Synechococcus elongatus,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_014698535.1_ASM1469853v1_genomic,Planktothricoides sp.,Planktothricoides,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_014698575.1_ASM1469857v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_014698595.1_ASM1469859v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_014698605.1_ASM1469860v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_014698625.1_ASM1469862v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_014698635.1_ASM1469863v1_genomic,Nostoc sp. FACHB-857,Nostoc,Aquatic,Thermal springs,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698695.1_ASM1469869v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698705.1_ASM1469870v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698725.1_ASM1469872v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698755.1_ASM1469875v1_genomic,Aphanizomenon flos-aquae,Aphanizomenon,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_014698825.1_ASM1469882v1_genomic,Richelia sinica,Richelia,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698835.1_ASM1469883v1_genomic,Nostoc paludosum,Nostoc,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_014698845.1_ASM1469884v1_genomic,Coleofasciculus sp.,Coleofascilculus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Coleofasciculaceae,Oscillatoriales
GCF_014698895.1_ASM1469889v1_genomic,Synechococcus elongatus,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_014698905.1_ASM1469890v1_genomic,Synechococcus elongatus,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_014748295.1_ASM1474829v1_genomic,Planktothrix sp.,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_015206885.1_ASM1520688v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Pond,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_015206995.1_ASM1520699v1_genomic,Roholtiella sp.,Roholtiella,Aquatic,Stream,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015207035.1_ASM1520703v1_genomic,Romeriopsis navalis,Romeriopsis,Aquatic,Subtidal zone,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207065.1_ASM1520706v1_genomic,Leptolyngbya ectocarpi,Leptolyngbya,Aquatic,Subtidal zone,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207075.1_ASM1520707v1_genomic,Zarconia navalis,Zarconia,Aquatic,Subtidal zone,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207105.1_ASM1520710v1_genomic,Phormidesmus sp.,Phormidesmis,Aquatic,Subtidal zone,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207115.1_ASM1520711v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Bloom,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_015207145.1_ASM1520714v1_genomic,Tolypothrix sp.,Tolypothrix,Aquatic,Aquatic Plant,Free-living,Aquatic,Aquatic,Tolypotrichaceae,Nostocales
GCF_015207185.1_ASM1520718v1_genomic,Microcystis sp.,Microcystis,Aquatic,Water,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_015207205.1_ASM1520720v1_genomic,Sphaerospermopsis sp.,Sphaerospermopsis,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207245.1_ASM1520724v1_genomic,Nostoc cf. edaphicum,Nostoc,Aquatic,Aquatic (estuary shore),Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015207255.1_ASM1520725v1_genomic,Romeria gracilis,Romeria,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Romeriaceae,Synechococcales
GCF_015207265.1_ASM1520726v1_genomic,Nodosilinea sp.,Nodosilinea,Aquatic,Estuary water,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207285.1_ASM1520728v1_genomic,Tychonema sp.,Tychonema,Aquatic,Biofilm on tank outlet,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_015207295.1_ASM1520729v1_genomic,Tychonema sp.,Tychonema,Aquatic,Biofilm on tank outlet,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_015207345.1_ASM1520734v1_genomic,Tychonema sp.,Tychonema,Aquatic,Biofilm on tank outlet,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_015207375.1_ASM1520737v1_genomic,Coleofasciculus sp.,Coleofascilculus,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Coleofasciculaceae,Oscillatoriales
GCF_015207395.1_ASM1520739v1_genomic,Nodosilinea sp.,Nodosilinea,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207425.1_ASM1520742v1_genomic,Lusitaniella coriacea,Lusitaniella,Aquatic,Tide pool,Free-living,Aquatic,Aquatic,Lusitaniellaceae,Spirulinales
GCF_015207445.1_ASM1520744v1_genomic,Coleofasciculus sp.,Coleofascilculus,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Coleofasciculaceae,Oscillatoriales
GCF_015207455.1_ASM1520745v1_genomic,Microcoleus sp.,Microcoleus,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_015207485.1_ASM1520748v1_genomic,Planktothrix mougeotii,Planktothrix,Aquatic,Wastewater tank,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_015207505.1_ASM1520750v1_genomic,Tychonema sp.,Tychonema,Aquatic,Biofilm on tank outlet,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_015207525.1_ASM1520752v1_genomic,Nodosilinea sp.,Nodosilinea,Aquatic,Seawater,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_015207535.1_ASM1520753v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015207605.1_ASM1520760v1_genomic,Oculatella sp.,Oculatella,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Oculatellaceae,Synechococcales
GCF_015207615.1_ASM1520761v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015207645.1_ASM1520764v1_genomic,Synechocystis salina,Synechocystis,Aquatic,Tide pool,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_015207655.1_ASM1520765v1_genomic,Gloeocapsis crepidinum,Gloeocapsis,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Chroococcaceae,Chroococcales
GCF_015207665.1_ASM1520766v1_genomic,Plectonema radiosum,Plectonema,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_015207705.1_ASM1520770v1_genomic,Nostoc sp. LEGE 06077,Nostoc,Aquatic,Aquatic (estuary shore),Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015207725.1_ASM1520772v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Estuary water,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_015207735.1_ASM1520773v1_genomic,Phormidium sp.,Phormidium,Aquatic,Aquarium biofilm,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_015207755.1_ASM1520775v1_genomic,Nodularia sp.,Nodularia,Aquatic,Mesotidal zone,Free-living,Aquatic,Aquatic,Nodulariaceae,Nostocales
GCF_015207785.1_ASM1520778v1_genomic,Dolichospermum flos-aquae,Dolichospermum,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207795.1_ASM1520779v1_genomic,Cuspidothrix issatschenkoi,Cuspidothrix,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207825.1_ASM1520782v1_genomic,Cyanobacterium stanieri,Cyanobacterium,Aquatic,Water,Free-living,Aquatic,Aquatic,Geminocystaceae,Chroococcales
GCF_015207835.1_ASM1520783v1_genomic,Anabaena aphanizomenioides,Anabaena,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207865.1_ASM1520786v1_genomic,Dolichospermum sp.,Dolichospermum,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207875.1_ASM1520787v1_genomic,Dolichospermum sp.,Dolichospermum,Aquatic,Water,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015207885.1_ASM1520788v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Water,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_015207925.1_ASM1520792v1_genomic,Microcystis sp.,Microcystis,Aquatic,Lake,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_015207935.1_ASM1520793v1_genomic,Synechocystis salina,Synechocystis,Aquatic,Seawater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_015207985.1_ASM1520798v1_genomic,Synechocystis salina,Synechocystis,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_015245355.1_ASM1524535v1_genomic,Anabaenopsis elenkinii,Anabaenopsis,Aquatic,Lake,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_015714705.1_ASM1571470v1_genomic,Nostoc sp.,Nostoc,Aquatic,Lake,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015714725.1_ASM1571472v1_genomic,Nostoc sp.,Nostoc,Aquatic,Aquatic,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015714765.1_ASM1571476v1_genomic,Nostoc commune,Nostoc,Aquatic,Freshwater pond,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_015840335.1_ASM1584033v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015840525.1_ASM1584052v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015840715.1_ASM1584071v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015840915.1_ASM1584091v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_015841355.1_ASM1584135v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_016403105.1_ASM1640310v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Pond,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_016446395.1_ASM1644639v1_genomic,Phormidium sp.,Phormidium,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_016584665.1_ASM1658466v1_genomic,Pseudanabaena sp.,Pseudanabaena,Aquatic,Water,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_016888125.1_ASM1688812v1_genomic,Spirulina major,Spirulina,Aquatic,Beach,Free-living,Aquatic,Aquatic,Spirulinaceae,Spirulinales
GCF_016888135.1_ASM1688813v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Beach,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_016888165.1_ASM1688816v1_genomic,Halomicronema sp.,Halomicronema,Aquatic,Beach,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_016919485.1_ASM1691948v1_genomic,Thermoleptolyngbya sp.,Thermoleptolyngbya,Aquatic,Spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_017086385.1_ASM1708638v1_genomic,Thermosynechococcus sp.,Thermosynechococcus,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017164015.1_ASM1716401v1_genomic,Nostoc sp. UHCC 0702,Nostoc,Aquatic,Aquatic (Lake),Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_017312365.1_ASM1731236v1_genomic,Chroococcus sp.,Chroococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Chroococcaceae,Chroococcales
GCF_017313335.1_ASM1731333v1_genomic,Phormidium pseudopriestleyi,Phormidium,Aquatic,Lake,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_017695955.1_ASM1769595v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017695965.1_ASM1769596v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017695975.1_ASM1769597v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696015.1_ASM1769601v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696035.1_ASM1769603v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696055.1_ASM1769605v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696075.1_ASM1769607v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696085.1_ASM1769608v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696175.1_ASM1769617v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696205.1_ASM1769620v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696245.1_ASM1769624v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696275.1_ASM1769627v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_017696315.1_ASM1769631v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_018128485.1_ASM1812848v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Thermal spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_018139025.1_ASM1813902v1_genomic,Cylindrospermopsis raciborskii,Cylindrospermopsis,Aquatic,Reservoir,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_018282115.1_ASM1828211v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Tidal pool,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_018502385.1_ASM1850238v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Estuary water,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_018845095.1_ASM1884509v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_019038415.1_ASM1903841v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019104765.1_ASM1910476v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Estuary,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019137755.1_ASM1913775v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019137795.1_ASM1913779v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324835.1_ASM1932483v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324845.1_ASM1932484v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324885.1_ASM1932488v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324905.1_ASM1932490v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324925.1_ASM1932492v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324945.1_ASM1932494v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324955.1_ASM1932495v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019324985.1_ASM1932498v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325005.1_ASM1932500v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325015.1_ASM1932501v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325045.1_ASM1932504v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
